,head id,head name,tail id,tail name,pathway,link type,relation name,relation value,entry1,entry2,Unnamed: 0
4019,cpd:C16358,cpd:C16358,cpd:C16359,cpd:C16359,hsa00232,reaction,rn:R07942,irreversible,70.0,35.0,1.0
4020,cpd:C07480,cpd:C07480,cpd:C16360,cpd:C16360,hsa00232,reaction,rn:R07978,irreversible,73.0,79.0,2.0
4021,cpd:C13747,cpd:C13747,cpd:C16356,cpd:C16356,hsa00232,reaction,rn:R07945,irreversible,30.0,71.0,3.0
4022,cpd:C13747,cpd:C13747,cpd:C16365,cpd:C16365,hsa00232,reaction,rn:R07940,irreversible,30.0,77.0,4.0
4023,cpd:C16353,cpd:C16353,cpd:C16355,cpd:C16355,hsa00232,reaction,rn:R07979,irreversible,78.0,37.0,5.0
4024,cpd:C07481,cpd:C07481,cpd:C13747,cpd:C13747,hsa00232,reaction,rn:R07939,irreversible,62.0,30.0,6.0
4025,cpd:C13747,cpd:C13747,cpd:C16356,cpd:C16356,hsa00232,reaction,rn:R07977,irreversible,30.0,71.0,7.0
4027,hsa:790,CAD,cpd:C00169,C00169,hsa00240,ECrel,compound,181,89.0,95.0,
4028,cpd:C00169,C00169,hsa:790,CAD,hsa00240,ECrel,compound,181,89.0,95.0,
4029,hsa:790,CAD,cpd:C00438,C00438,hsa00240,ECrel,compound,180,95.0,96.0,
4030,cpd:C00438,C00438,hsa:790,CAD,hsa00240,ECrel,compound,180,95.0,96.0,
4031,hsa:790,CAD,cpd:C00337,C00337,hsa00240,ECrel,compound,182,96.0,166.0,
4032,cpd:C00337,C00337,hsa:1723,DHODH,hsa00240,ECrel,compound,182,96.0,166.0,
4033,hsa:7372,UMPS,cpd:C00295,C00295,hsa00240,ECrel,compound,229,99.0,166.0,
4034,cpd:C00295,C00295,hsa:1723,DHODH,hsa00240,ECrel,compound,229,99.0,166.0,
4035,hsa:7372,UMPS,cpd:C01103,C01103,hsa00240,ECrel,compound,184,99.0,170.0,
4036,cpd:C01103,C01103,hsa:7372,UMPS,hsa00240,ECrel,compound,184,99.0,170.0,
4037,hsa:54963,UCKL1,cpd:C00105,C00105,hsa00240,ECrel,compound,187,109.0,170.0,
4038,cpd:C00105,C00105,hsa:7372,UMPS,hsa00240,ECrel,compound,187,109.0,170.0,
4039,hsa:100526794,NT5C1B-RDH14,cpd:C00105,C00105,hsa00240,ECrel,compound,187,110.0,170.0,
4041,hsa:7372,UMPS,cpd:C00105,C00105,hsa00240,ECrel,compound,187,170.0,175.0,
4042,cpd:C00105,C00105,hsa:5167,ENPP1,hsa00240,ECrel,compound,187,170.0,175.0,
4043,hsa:377841,ENTPD8,cpd:C00105,C00105,hsa00240,ECrel,compound,187,107.0,170.0,
4045,hsa:124583,CANT1,cpd:C00105,C00105,hsa00240,ECrel,compound,187,106.0,170.0,
4047,hsa:129607,CMPK2,cpd:C00105,C00105,hsa00240,ECrel,compound,187,101.0,170.0,
4052,cpd:C00105,C00105,hsa:54963,UCKL1,hsa00240,ECrel,compound,187,107.0,109.0,
4060,cpd:C00105,C00105,hsa:100526794,NT5C1B-RDH14,hsa00240,ECrel,compound,187,107.0,110.0,
4071,hsa:129607,CMPK2,cpd:C00015,C00015,hsa00240,ECrel,compound,186,101.0,104.0,
4072,cpd:C00015,C00015,hsa:377841,ENTPD8,hsa00240,ECrel,compound,186,101.0,104.0,
4073,hsa:10201,NME6,cpd:C00015,C00015,hsa00240,ECrel,compound,186,100.0,101.0,
4074,cpd:C00015,C00015,hsa:129607,CMPK2,hsa00240,ECrel,compound,186,100.0,101.0,
4075,hsa:377841,ENTPD8,cpd:C00015,C00015,hsa00240,ECrel,compound,186,104.0,106.0,
4076,cpd:C00015,C00015,hsa:124583,CANT1,hsa00240,ECrel,compound,186,104.0,106.0,
4083,hsa:10201,NME6,cpd:C00075,C00075,hsa00240,ECrel,compound,185,100.0,179.0,
4084,cpd:C00075,C00075,hsa:318,NUDT2,hsa00240,ECrel,compound,185,100.0,179.0,
4085,hsa:377841,ENTPD8,cpd:C00075,C00075,hsa00240,ECrel,compound,185,104.0,179.0,
4087,hsa:5167,ENPP1,cpd:C00075,C00075,hsa00240,ECrel,compound,185,175.0,179.0,
4089,hsa:1503,CTPS1,cpd:C00075,C00075,hsa00240,ECrel,compound,185,103.0,179.0,
4092,cpd:C00075,C00075,hsa:5167,ENPP1,hsa00240,ECrel,compound,185,100.0,175.0,
4094,cpd:C00075,C00075,hsa:1503,CTPS1,hsa00240,ECrel,compound,185,100.0,103.0,
4098,cpd:C00075,C00075,hsa:377841,ENTPD8,hsa00240,ECrel,compound,185,103.0,104.0,
4101,hsa:1503,CTPS1,cpd:C00063,C00063,hsa00240,ECrel,compound,191,103.0,117.0,
4102,cpd:C00063,C00063,hsa:377841,ENTPD8,hsa00240,ECrel,compound,191,103.0,117.0,
4104,cpd:C00063,C00063,hsa:10201,NME6,hsa00240,ECrel,compound,191,103.0,118.0,
4105,hsa:377841,ENTPD8,cpd:C00112,C00112,hsa00240,ECrel,compound,214,117.0,132.0,
4106,cpd:C00112,C00112,hsa:50484,RRM2B,hsa00240,ECrel,compound,214,117.0,132.0,
4108,cpd:C00112,C00112,hsa:377841,ENTPD8,hsa00240,ECrel,compound,214,117.0,119.0,
4110,cpd:C00112,C00112,hsa:129607,CMPK2,hsa00240,ECrel,compound,214,117.0,120.0,
4111,hsa:10201,NME6,cpd:C00112,C00112,hsa00240,ECrel,compound,214,118.0,132.0,
4119,hsa:129607,CMPK2,cpd:C00112,C00112,hsa00240,ECrel,compound,214,120.0,132.0,
4121,hsa:129607,CMPK2,cpd:C00055,C00055,hsa00240,ECrel,compound,213,120.0,122.0,
4122,cpd:C00055,C00055,hsa:100526794,NT5C1B-RDH14,hsa00240,ECrel,compound,213,120.0,122.0,
4124,cpd:C00055,C00055,hsa:54963,UCKL1,hsa00240,ECrel,compound,213,120.0,121.0,
4125,hsa:377841,ENTPD8,cpd:C00055,C00055,hsa00240,ECrel,compound,213,119.0,122.0,
4129,hsa:54963,UCKL1,cpd:C00475,C00475,hsa00240,ECrel,compound,212,121.0,123.0,
4130,cpd:C00475,C00475,hsa:978,CDA,hsa00240,ECrel,compound,212,121.0,123.0,
4131,hsa:100526794,NT5C1B-RDH14,cpd:C00475,C00475,hsa00240,ECrel,compound,212,122.0,123.0,
4133,hsa:54963,UCKL1,cpd:C00299,C00299,hsa00240,ECrel,compound,188,109.0,111.0,
4134,cpd:C00299,C00299,hsa:151531,UPP2,hsa00240,ECrel,compound,188,109.0,111.0,
4136,cpd:C00299,C00299,hsa:978,CDA,hsa00240,ECrel,compound,188,109.0,123.0,
4137,hsa:100526794,NT5C1B-RDH14,cpd:C00299,C00299,hsa00240,ECrel,compound,188,110.0,111.0,
4141,hsa:151531,UPP2,cpd:C00299,C00299,hsa00240,ECrel,compound,188,111.0,123.0,
4143,hsa:151531,UPP2,cpd:C00106,C00106,hsa00240,ECrel,compound,189,111.0,148.0,
4144,cpd:C00106,C00106,hsa:1890,TYMP,hsa00240,ECrel,compound,189,111.0,148.0,
4146,cpd:C00106,C00106,hsa:1806,DPYD,hsa00240,ECrel,compound,189,111.0,114.0,
4147,hsa:1806,DPYD,cpd:C00106,C00106,hsa00240,ECrel,compound,189,114.0,148.0,
4149,hsa:1806,DPYD,cpd:C00429,C00429,hsa00240,ECrel,compound,210,114.0,115.0,
4150,cpd:C00429,C00429,hsa:1807,DPYS,hsa00240,ECrel,compound,210,114.0,115.0,
4151,hsa:1807,DPYS,cpd:C02642,C02642,hsa00240,ECrel,compound,209,115.0,116.0,
4152,cpd:C02642,C02642,hsa:51733,UPB1,hsa00240,ECrel,compound,209,115.0,116.0,
4153,hsa:129607,CMPK2,cpd:C00239,C00239,hsa00240,ECrel,compound,221,135.0,137.0,
4154,cpd:C00239,C00239,hsa:79077,DCTPP1,hsa00240,ECrel,compound,221,135.0,137.0,
4156,cpd:C00239,C00239,hsa:1635,DCTD,hsa00240,ECrel,compound,221,135.0,140.0,
4158,cpd:C00239,C00239,hsa:100526794,NT5C1B-RDH14,hsa00240,ECrel,compound,221,135.0,139.0,
4160,cpd:C00239,C00239,hsa:1633,DCK,hsa00240,ECrel,compound,221,135.0,138.0,
4161,hsa:79077,DCTPP1,cpd:C00239,C00239,hsa00240,ECrel,compound,221,137.0,140.0,
4167,hsa:100526794,NT5C1B-RDH14,cpd:C00239,C00239,hsa00240,ECrel,compound,221,139.0,140.0,
4169,hsa:1633,DCK,cpd:C00239,C00239,hsa00240,ECrel,compound,221,138.0,140.0,
4171,hsa:1633,DCK,cpd:C00881,C00881,hsa00240,ECrel,compound,220,138.0,145.0,
4172,cpd:C00881,C00881,hsa:978,CDA,hsa00240,ECrel,compound,220,138.0,145.0,
4173,hsa:100526794,NT5C1B-RDH14,cpd:C00881,C00881,hsa00240,ECrel,compound,220,139.0,145.0,
4175,hsa:7083,TK1,cpd:C00526,C00526,hsa00240,ECrel,compound,219,144.0,145.0,
4176,cpd:C00526,C00526,hsa:978,CDA,hsa00240,ECrel,compound,219,144.0,145.0,
4178,cpd:C00526,C00526,hsa:1890,TYMP,hsa00240,ECrel,compound,219,144.0,148.0,
4179,hsa:978,CDA,cpd:C00526,C00526,hsa00240,ECrel,compound,219,145.0,148.0,
4181,hsa:1635,DCTD,cpd:C00365,C00365,hsa00240,ECrel,compound,218,140.0,144.0,
4182,cpd:C00365,C00365,hsa:7083,TK1,hsa00240,ECrel,compound,218,140.0,144.0,
4184,cpd:C00365,C00365,hsa:7298,TYMS,hsa00240,ECrel,compound,218,140.0,149.0,
4186,cpd:C00365,C00365,hsa:1841,DTYMK,hsa00240,ECrel,compound,218,140.0,143.0,
4188,cpd:C00365,C00365,hsa:1854,DUT,hsa00240,ECrel,compound,218,140.0,296.0,
4189,hsa:7083,TK1,cpd:C00365,C00365,hsa00240,ECrel,compound,218,144.0,149.0,
4191,hsa:1841,DTYMK,cpd:C00365,C00365,hsa00240,ECrel,compound,218,143.0,144.0,
4193,hsa:1854,DUT,cpd:C00365,C00365,hsa00240,ECrel,compound,218,296.0,144.0,
4201,hsa:10201,NME6,cpd:C01346,C01346,hsa00240,ECrel,compound,217,141.0,143.0,
4202,cpd:C01346,C01346,hsa:1841,DTYMK,hsa00240,ECrel,compound,217,141.0,143.0,
4204,cpd:C01346,C01346,hsa:50484,RRM2B,hsa00240,ECrel,compound,217,141.0,82.0,
4205,hsa:1841,DTYMK,cpd:C01346,C01346,hsa00240,ECrel,compound,217,143.0,82.0,
4207,hsa:1854,DUT,cpd:C00460,C00460,hsa00240,ECrel,compound,216,296.0,141.0,
4208,cpd:C00460,C00460,hsa:10201,NME6,hsa00240,ECrel,compound,216,296.0,141.0,
4209,hsa:10201,NME6,cpd:C00363,C00363,hsa00240,ECrel,compound,194,150.0,153.0,
4210,cpd:C00363,C00363,hsa:1841,DTYMK,hsa00240,ECrel,compound,194,150.0,153.0,
4212,cpd:C00363,C00363,hsa:377841,ENTPD8,hsa00240,ECrel,compound,194,150.0,154.0,
4213,hsa:377841,ENTPD8,cpd:C00363,C00363,hsa00240,ECrel,compound,194,151.0,153.0,
4217,hsa:7298,TYMS,cpd:C00364,C00364,hsa00240,ECrel,compound,195,149.0,153.0,
4218,cpd:C00364,C00364,hsa:1841,DTYMK,hsa00240,ECrel,compound,195,149.0,153.0,
4219,hsa:1841,DTYMK,cpd:C00364,C00364,hsa00240,ECrel,compound,195,153.0,155.0,
4220,cpd:C00364,C00364,hsa:100526794,NT5C1B-RDH14,hsa00240,ECrel,compound,195,153.0,155.0,
4222,cpd:C00364,C00364,hsa:7083,TK1,hsa00240,ECrel,compound,195,153.0,156.0,
4224,cpd:C00364,C00364,hsa:377841,ENTPD8,hsa00240,ECrel,compound,195,149.0,154.0,
4225,hsa:377841,ENTPD8,cpd:C00364,C00364,hsa00240,ECrel,compound,195,154.0,155.0,
4233,hsa:100526794,NT5C1B-RDH14,cpd:C00214,C00214,hsa00240,ECrel,compound,196,155.0,158.0,
4234,cpd:C00214,C00214,hsa:1890,TYMP,hsa00240,ECrel,compound,196,155.0,158.0,
4235,hsa:7083,TK1,cpd:C00214,C00214,hsa00240,ECrel,compound,196,156.0,158.0,
4237,hsa:1890,TYMP,cpd:C00178,C00178,hsa00240,ECrel,compound,200,158.0,162.0,
4238,cpd:C00178,C00178,hsa:1806,DPYD,hsa00240,ECrel,compound,200,158.0,162.0,
4239,hsa:1806,DPYD,cpd:C21028,C21028,hsa00240,ECrel,compound,202,162.0,164.0,
4240,cpd:C21028,C21028,hsa:1807,DPYS,hsa00240,ECrel,compound,202,162.0,164.0,
4241,hsa:1807,DPYS,cpd:C21029,C21029,hsa00240,ECrel,compound,203,164.0,165.0,
4242,cpd:C21029,C21029,hsa:51733,UPB1,hsa00240,ECrel,compound,203,164.0,165.0,
4243,hsa:10201,NME6,cpd:C00458,C00458,hsa00240,ECrel,compound,223,133.0,137.0,
4244,cpd:C00458,C00458,hsa:79077,DCTPP1,hsa00240,ECrel,compound,223,133.0,137.0,
4245,hsa:7372,UMPS,cpd:C00119,C00119,hsa00240,maplink,compound,183,99.0,91.0,
4246,cpd:C00119,C00119,path:hsa00030,Pentose phosphate pathway,hsa00240,maplink,compound,183,99.0,91.0,
4247,hsa:790,CAD,cpd:C00064,C00064,hsa00240,maplink,compound,88,89.0,92.0,
4248,cpd:C00064,C00064,path:hsa00250,Alanine,hsa00240,maplink,compound,88,89.0,92.0,
4250,cpd:C00169,C00169,path:hsa00220,Arginine biosynthesis,hsa00240,maplink,compound,181,95.0,276.0,
4253,hsa:51733,UPB1,cpd:C00099,C00099,hsa00240,maplink,compound,208,116.0,93.0,
4254,cpd:C00099,C00099,path:hsa00410,beta-Alanine metabolism,hsa00240,maplink,compound,208,116.0,93.0,
4255,hsa:51733,UPB1,cpd:C01205,C01205,hsa00240,maplink,compound,204,165.0,94.0,
4256,cpd:C01205,C01205,path:hsa00280,Valine,hsa00240,maplink,compound,204,165.0,94.0,
4258,cpd:C00526,C00526,hsa:151531,UPP2,hsa00240,ECrel,compound,219,145.0,274.0,
4264,cpd:C00365,C00365,hsa:129607,CMPK2,hsa00240,ECrel,compound,218,140.0,135.0,
4266,cpd:C00365,C00365,hsa:79077,DCTPP1,hsa00240,ECrel,compound,218,140.0,137.0,
4267,hsa:129607,CMPK2,cpd:C00365,C00365,hsa00240,ECrel,compound,218,135.0,137.0,
4269,hsa:7298,TYMS,cpd:C00365,C00365,hsa00240,ECrel,compound,218,149.0,275.0,
4270,cpd:C00365,C00365,hsa:100526794,NT5C1B-RDH14,hsa00240,ECrel,compound,218,149.0,275.0,
4273,hsa:100526794,NT5C1B-RDH14,cpd:C00365,C00365,hsa00240,ECrel,compound,218,275.0,296.0,
4276,cpd:C00365,C00365,hsa:1635,DCTD,hsa00240,ECrel,compound,218,275.0,140.0,
4277,hsa:100526794,NT5C1B-RDH14,cpd:C00526,C00526,hsa00240,ECrel,compound,219,275.0,145.0,
4283,hsa:978,CDA,cpd:C00881,C00881,hsa00240,ECrel,compound,220,145.0,281.0,
4284,cpd:C00881,C00881,hsa:51020,HDDC2,hsa00240,ECrel,compound,220,145.0,281.0,
4286,cpd:C00239,C00239,hsa:51020,HDDC2,hsa00240,ECrel,compound,221,135.0,281.0,
4289,hsa:1635,DCTD,cpd:C00239,C00239,hsa00240,ECrel,compound,221,140.0,281.0,
4292,cpd:C00526,C00526,hsa:51020,HDDC2,hsa00240,ECrel,compound,219,145.0,284.0,
4293,hsa:151531,UPP2,cpd:C00526,C00526,hsa00240,ECrel,compound,219,274.0,284.0,
4295,hsa:1890,TYMP,cpd:C00526,C00526,hsa00240,ECrel,compound,219,148.0,284.0,
4298,cpd:C00365,C00365,hsa:51020,HDDC2,hsa00240,ECrel,compound,218,140.0,284.0,
4306,cpd:C00364,C00364,hsa:51020,HDDC2,hsa00240,ECrel,compound,195,149.0,277.0,
4311,hsa:1890,TYMP,cpd:C00214,C00214,hsa00240,ECrel,compound,196,158.0,277.0,
4312,cpd:C00214,C00214,hsa:51020,HDDC2,hsa00240,ECrel,compound,196,158.0,277.0,
4313,hsa:5167,ENPP1,cpd:C00063,C00063,hsa00240,ECrel,compound,191,295.0,117.0,
4316,cpd:C00063,C00063,hsa:1503,CTPS1,hsa00240,ECrel,compound,191,295.0,103.0,
4317,hsa:10201,NME6,cpd:C00063,C00063,hsa00240,ECrel,compound,191,118.0,295.0,
4318,cpd:C00063,C00063,hsa:5167,ENPP1,hsa00240,ECrel,compound,191,118.0,295.0,
4319,hsa:5167,ENPP1,cpd:C00055,C00055,hsa00240,ECrel,compound,213,295.0,120.0,
4320,cpd:C00055,C00055,hsa:129607,CMPK2,hsa00240,ECrel,compound,213,295.0,120.0,
4324,cpd:C00055,C00055,hsa:377841,ENTPD8,hsa00240,ECrel,compound,213,295.0,119.0,
4325,hsa:10201,NME6,cpd:C00705,C00705,hsa00240,ECrel,compound,222,133.0,132.0,
4326,cpd:C00705,C00705,hsa:50484,RRM2B,hsa00240,ECrel,compound,222,133.0,132.0,
4328,cpd:C00705,C00705,hsa:129607,CMPK2,hsa00240,ECrel,compound,222,133.0,135.0,
4329,hsa:50484,RRM2B,cpd:C00705,C00705,hsa00240,ECrel,compound,222,132.0,135.0,
4331,hsa:54963,UCKL1,cpd:C00055,C00055,hsa00240,ECrel,compound,213,121.0,295.0,
4332,cpd:C00055,C00055,hsa:5167,ENPP1,hsa00240,ECrel,compound,213,121.0,295.0,
4334,cpd:C00364,C00364,hsa:5167,ENPP1,hsa00240,ECrel,compound,195,149.0,293.0,
4339,hsa:5167,ENPP1,cpd:C00364,C00364,hsa00240,ECrel,compound,195,293.0,155.0,
4345,hsa:10201,NME6,cpd:C00459,C00459,hsa00240,ECrel,compound,193,150.0,293.0,
4346,cpd:C00459,C00459,hsa:5167,ENPP1,hsa00240,ECrel,compound,193,150.0,293.0,
4348,cpd:C00459,C00459,hsa:8623,ASMTL,hsa00240,ECrel,compound,193,150.0,308.0,
4349,hsa:377841,ENTPD8,cpd:C00459,C00459,hsa00240,ECrel,compound,193,151.0,293.0,
4353,hsa:51020,HDDC2,cpd:C00364,C00364,hsa00240,ECrel,compound,195,277.0,308.0,
4354,cpd:C00364,C00364,hsa:8623,ASMTL,hsa00240,ECrel,compound,195,277.0,308.0,
4355,hsa:100526794,NT5C1B-RDH14,cpd:C00364,C00364,hsa00240,ECrel,compound,195,155.0,308.0,
4357,hsa:7083,TK1,cpd:C00364,C00364,hsa00240,ECrel,compound,195,156.0,308.0,
4366,cpd:C00063,C00063,hsa:8623,ASMTL,hsa00240,ECrel,compound,191,103.0,309.0,
4367,hsa:377841,ENTPD8,cpd:C00063,C00063,hsa00240,ECrel,compound,191,117.0,309.0,
4371,hsa:100526794,NT5C1B-RDH14,cpd:C00055,C00055,hsa00240,ECrel,compound,213,122.0,309.0,
4372,cpd:C00055,C00055,hsa:8623,ASMTL,hsa00240,ECrel,compound,213,122.0,309.0,
4380,cpd:C00075,C00075,hsa:8623,ASMTL,hsa00240,ECrel,compound,185,103.0,307.0,
4381,hsa:318,NUDT2,cpd:C00075,C00075,hsa00240,ECrel,compound,185,179.0,307.0,
4388,cpd:C00105,C00105,hsa:8623,ASMTL,hsa00240,ECrel,compound,187,170.0,307.0,
4399,hsa:115024,NT5C3B,cpd:C00475,C00475,hsa00240,ECrel,compound,212,310.0,123.0,
4402,cpd:C00055,C00055,hsa:115024,NT5C3B,hsa00240,ECrel,compound,213,120.0,310.0,
4405,hsa:8623,ASMTL,cpd:C00055,C00055,hsa00240,ECrel,compound,213,309.0,310.0,
4409,cpd:C00015,cpd:C00015,cpd:C01346,cpd:C01346,hsa00240,reaction,rn:R02018,irreversible,215.0,217.0,0.0
4410,cpd:C00064,cpd:C00064,cpd:C00169,cpd:C00169,hsa00240,reaction,rn:R00575,irreversible,88.0,181.0,1.0
4411,cpd:C00169,cpd:C00169,cpd:C00438,cpd:C00438,hsa00240,reaction,rn:R01397,irreversible,181.0,180.0,2.0
4412,cpd:C00337,cpd:C00337,cpd:C00438,cpd:C00438,hsa00240,reaction,rn:R01993,reversible,182.0,180.0,3.0
4413,cpd:C01103,cpd:C01103,cpd:C00295,cpd:C00295,hsa00240,reaction,rn:R01870,reversible,184.0,229.0,4.0
4414,cpd:C01103,cpd:C01103,cpd:C00119,cpd:C00119,hsa00240,reaction,rn:R01870,reversible,184.0,183.0,5.0
4415,cpd:C00015,cpd:C00015,cpd:C00075,cpd:C00075,hsa00240,reaction,rn:R00156,reversible,186.0,185.0,6.0
4416,cpd:C00105,cpd:C00105,cpd:C00015,cpd:C00015,hsa00240,reaction,rn:R00158,reversible,187.0,186.0,7.0
4417,cpd:C00075,cpd:C00075,cpd:C00063,cpd:C00063,hsa00240,reaction,rn:R00571 rn:R00573,irreversible,185.0,191.0,8.0
4418,cpd:C00075,cpd:C00075,cpd:C00015,cpd:C00015,hsa00240,reaction,rn:R00159,irreversible,185.0,186.0,9.0
4419,cpd:C00015,cpd:C00015,cpd:C00105,cpd:C00105,hsa00240,reaction,rn:R00155,irreversible,186.0,187.0,10.0
4421,cpd:C00299,cpd:C00299,cpd:C00105,cpd:C00105,hsa00240,reaction,rn:R00964 rn:R00968,irreversible,188.0,187.0,12.0
4422,cpd:C00105,cpd:C00105,cpd:C00299,cpd:C00299,hsa00240,reaction,rn:R00963,irreversible,187.0,188.0,13.0
4423,cpd:C00299,cpd:C00299,cpd:C00106,cpd:C00106,hsa00240,reaction,rn:R01876,reversible,188.0,189.0,14.0
4424,cpd:C00429,cpd:C00429,cpd:C00106,cpd:C00106,hsa00240,reaction,rn:R00978,reversible,210.0,189.0,15.0
4425,cpd:C00429,cpd:C00429,cpd:C02642,cpd:C02642,hsa00240,reaction,rn:R02269,reversible,210.0,209.0,16.0
4426,cpd:C02642,cpd:C02642,cpd:C00099,cpd:C00099,hsa00240,reaction,rn:R00905,irreversible,209.0,208.0,17.0
4427,cpd:C00063,cpd:C00063,cpd:C00112,cpd:C00112,hsa00240,reaction,rn:R00569,irreversible,191.0,214.0,18.0
4428,cpd:C00112,cpd:C00112,cpd:C00063,cpd:C00063,hsa00240,reaction,rn:R00570,reversible,214.0,191.0,19.0
4429,cpd:C00112,cpd:C00112,cpd:C00055,cpd:C00055,hsa00240,reaction,rn:R00514,irreversible,214.0,213.0,20.0
4430,cpd:C00055,cpd:C00055,cpd:C00112,cpd:C00112,hsa00240,reaction,rn:R00512,reversible,213.0,214.0,21.0
4431,cpd:C00475,cpd:C00475,cpd:C00055,cpd:C00055,hsa00240,reaction,rn:R00513 rn:R00517,irreversible,212.0,213.0,22.0
4432,cpd:C00055,cpd:C00055,cpd:C00475,cpd:C00475,hsa00240,reaction,rn:R00511,irreversible,213.0,212.0,23.0
4433,cpd:C00475,cpd:C00475,cpd:C00299,cpd:C00299,hsa00240,reaction,rn:R01878,irreversible,212.0,188.0,24.0
4434,cpd:C00112,cpd:C00112,cpd:C00705,cpd:C00705,hsa00240,reaction,rn:R02024,irreversible,214.0,222.0,25.0
4435,cpd:C00705,cpd:C00705,cpd:C00458,cpd:C00458,hsa00240,reaction,rn:R02326,reversible,222.0,223.0,26.0
4436,cpd:C00239,cpd:C00239,cpd:C00705,cpd:C00705,hsa00240,reaction,rn:R01665,reversible,221.0,222.0,27.0
4437,cpd:C00458,cpd:C00458,cpd:C00239,cpd:C00239,hsa00240,reaction,rn:R01668,irreversible,223.0,221.0,28.0
4438,cpd:C00881,cpd:C00881,cpd:C00239,cpd:C00239,hsa00240,reaction,rn:R01666,irreversible,220.0,221.0,29.0
4439,cpd:C00239,cpd:C00239,cpd:C00881,cpd:C00881,hsa00240,reaction,rn:R01664,irreversible,221.0,220.0,30.0
4440,cpd:C00239,cpd:C00239,cpd:C00365,cpd:C00365,hsa00240,reaction,rn:R01663,irreversible,221.0,218.0,31.0
4441,cpd:C00460,cpd:C00460,cpd:C00365,cpd:C00365,hsa00240,reaction,rn:R02100,irreversible,216.0,218.0,32.0
4442,cpd:C01346,cpd:C01346,cpd:C00460,cpd:C00460,hsa00240,reaction,rn:R02331,reversible,217.0,216.0,33.0
4443,cpd:C00365,cpd:C00365,cpd:C01346,cpd:C01346,hsa00240,reaction,rn:R02098,irreversible,218.0,217.0,34.0
4444,cpd:C00526,cpd:C00526,cpd:C00365,cpd:C00365,hsa00240,reaction,rn:R02099,irreversible,219.0,218.0,35.0
4445,cpd:C00881,cpd:C00881,cpd:C00526,cpd:C00526,hsa00240,reaction,rn:R02485,irreversible,220.0,219.0,36.0
4446,cpd:C00526,cpd:C00526,cpd:C00106,cpd:C00106,hsa00240,reaction,rn:R02484,reversible,219.0,189.0,37.0
4447,cpd:C00365,cpd:C00365,cpd:C00364,cpd:C00364,hsa00240,reaction,rn:R02101,irreversible,218.0,195.0,38.0
4448,cpd:C00363,cpd:C00363,cpd:C00459,cpd:C00459,hsa00240,reaction,rn:R02093,reversible,194.0,193.0,39.0
4449,cpd:C00459,cpd:C00459,cpd:C00363,cpd:C00363,hsa00240,reaction,rn:R02095,irreversible,193.0,194.0,40.0
4450,cpd:C00364,cpd:C00364,cpd:C00363,cpd:C00363,hsa00240,reaction,rn:R02094,irreversible,195.0,194.0,41.0
4451,cpd:C00363,cpd:C00363,cpd:C00364,cpd:C00364,hsa00240,reaction,rn:R02092,irreversible,194.0,195.0,42.0
4452,cpd:C00364,cpd:C00364,cpd:C00214,cpd:C00214,hsa00240,reaction,rn:R01569,irreversible,195.0,196.0,43.0
4453,cpd:C00214,cpd:C00214,cpd:C00364,cpd:C00364,hsa00240,reaction,rn:R01567,irreversible,196.0,195.0,44.0
4454,cpd:C00214,cpd:C00214,cpd:C00178,cpd:C00178,hsa00240,reaction,rn:R01570,reversible,196.0,200.0,45.0
4455,cpd:C00214,cpd:C00214,cpd:C00672,cpd:C00672,hsa00240,reaction,rn:R01570,reversible,196.0,197.0,46.0
4456,cpd:C00178,cpd:C00178,cpd:C21028,cpd:C21028,hsa00240,reaction,rn:R01415,reversible,200.0,202.0,47.0
4457,cpd:C21028,cpd:C21028,cpd:C21029,cpd:C21029,hsa00240,reaction,rn:R03055,reversible,202.0,203.0,48.0
4458,cpd:C21029,cpd:C21029,cpd:C01205,cpd:C01205,hsa00240,reaction,rn:R04666,irreversible,203.0,204.0,49.0
4459,cpd:C00337,cpd:C00337,cpd:C00295,cpd:C00295,hsa00240,reaction,rn:R01868,reversible,182.0,229.0,50.0
4460,cpd:C01103,cpd:C01103,cpd:C00105,cpd:C00105,hsa00240,reaction,rn:R00965,irreversible,184.0,187.0,51.0
4461,cpd:C00075,cpd:C00075,cpd:C00105,cpd:C00105,hsa00240,reaction,rn:R00662,irreversible,185.0,187.0,52.0
4462,cpd:C06198,cpd:C06198,cpd:C00075,cpd:C00075,hsa00240,reaction,rn:R00969,irreversible,235.0,185.0,53.0
4464,cpd:C00365,cpd:C00365,cpd:C00526,cpd:C00526,hsa00240,reaction,rn:R02102,irreversible,218.0,219.0,55.0
4466,cpd:C11038,cpd:C11038,cpd:C11039,cpd:C11039,hsa00240,reaction,rn:R00139,irreversible,225.0,226.0,57.0
4469,cpd:C00459,cpd:C00459,cpd:C00364,cpd:C00364,hsa00240,reaction,rn:R11323,irreversible,193.0,195.0,60.0
4470,cpd:C00063,cpd:C00063,cpd:C00055,cpd:C00055,hsa00240,reaction,rn:R00515,irreversible,191.0,213.0,61.0
4475,path:hsa00470,D-Amino acid metabolism,cpd:C00041,C00041,hsa00250,maplink,compound,27,68.0,63.0,
4476,cpd:C00041,C00041,hsa:2875,GPT,hsa00250,maplink,compound,27,68.0,63.0,
4478,cpd:C00041,C00041,hsa:189,AGXT,hsa00250,maplink,compound,27,68.0,61.0,
